cut,carat
Premium,0.51
Very Good,0.51
Premium,0.51
Good,0.51
Ideal,0.51
Ideal,0.51
Premium,0.51
Very Good,0.51
Good,0.51
Premium,0.51
Very Good,0.51
Premium,0.51
Ideal,0.51
Ideal,0.54
Premium,0.51
Ideal,0.51
Ideal,0.5
Ideal,0.52
Very Good,0.53
Ideal,0.52
Ideal,0.52
Ideal,0.52
Good,0.52
Premium,0.52
Ideal,0.52
Very Good,0.56
Ideal,0.52
Ideal,0.52
Ideal,0.52
Premium,0.52
Good,0.52
Ideal,0.52
Very Good,0.51
Very Good,0.51
Premium,0.49
Ideal,0.53
Ideal,0.53
Ideal,0.53
Ideal,0.51
Ideal,0.52
Premium,0.52
Very Good,0.52
Ideal,0.52
Premium,0.52
Very Good,0.52
Premium,0.52
Premium,0.52
Premium,0.52
Premium,0.52
Premium,0.52
Ideal,0.52
Ideal,0.52
Premium,0.52
Premium,0.52
Premium,0.6
Fair,0.5
Very Good,0.53
Very Good,0.56
Very Good,0.56
Ideal,0.56
Premium,0.53
Ideal,0.61
Premium,0.62
Premium,0.62
Premium,0.72
Premium,0.33
Premium,0.3
Ideal,0.36
Very Good,0.34
Very Good,0.33
Very Good,0.34
Ideal,0.32
Good,0.31
Premium,0.31
Very Good,0.33
Premium,0.33
Ideal,0.33
Ideal,0.33
Premium,0.33
Good,0.33
Premium,0.33
Very Good,0.33
Ideal,0.33
Good,0.3
Premium,0.33
Ideal,0.33
Premium,0.33
Good,0.33
Premium,0.33
Premium,0.33
Premium,0.33
Very Good,0.33
Very Good,0.33
Very Good,0.24
Very Good,0.24
Premium,0.72
Very Good,0.5
Very Good,0.5
Very Good,0.56
Very Good,0.56
Ideal,0.55
Ideal,0.56
Ideal,0.56
Ideal,0.56
Ideal,0.56
Ideal,0.56
Ideal,0.56
Ideal,0.56
Ideal,0.56
Very Good,0.56
Ideal,0.55
Very Good,0.55
Ideal,0.56
Very Good,0.56
Ideal,0.56
Very Good,0.7
Premium,0.55
Ideal,0.56
Premium,0.55
Ideal,0.56
Ideal,0.56
Ideal,0.58
Ideal,0.54
Ideal,0.51
Ideal,0.51
Ideal,0.58
Ideal,0.43
Ideal,0.43
Ideal,0.43
Premium,0.4
Ideal,0.6
Very Good,0.52
Very Good,0.52
Ideal,0.52
Premium,0.5
Premium,0.5
Ideal,0.5
Good,0.67
Ideal,0.52
Premium,0.41
Ideal,0.41
Premium,0.41
Ideal,0.41
Ideal,0.41
Ideal,0.41
Very Good,0.54
Very Good,0.51
Premium,0.5
Ideal,0.51
Ideal,0.4
Premium,0.5
Very Good,0.5
Premium,0.5
Premium,0.5
Very Good,0.5
Premium,0.43
Ideal,0.43
Ideal,0.66
Ideal,0.55
Ideal,0.55
Ideal,0.53
Ideal,0.56
Ideal,0.51
Ideal,0.51
Ideal,0.53
Premium,0.56
Ideal,0.46
Ideal,0.52
Ideal,0.52
Ideal,0.54
Ideal,0.52
Premium,0.58
Very Good,0.55
Ideal,0.53
Very Good,0.49
Very Good,0.51
Ideal,0.52
Premium,0.75
Ideal,0.55
Ideal,0.55
Premium,0.5
Ideal,0.61
Premium,0.61
Premium,0.72
Very Good,0.55
Good,0.5
Ideal,0.64
Very Good,0.61
Very Good,0.56
Ideal,0.48
Ideal,0.54
Good,0.51
Premium,0.51
Ideal,0.51
Very Good,0.51
Premium,0.59
Premium,0.57
Premium,0.59
Very Good,0.52
Ideal,0.61
Ideal,0.61
Ideal,0.51
Ideal,0.51
Ideal,0.52
Ideal,0.55
Ideal,0.5
Ideal,0.56
Premium,0.51
Good,0.53
Very Good,0.53
Very Good,0.5
Very Good,0.5
Very Good,0.57
Very Good,0.55
Very Good,0.54
Ideal,0.55
Premium,0.55
Ideal,0.55
Ideal,0.52
Ideal,0.52
Premium,0.5
Ideal,0.51
Premium,0.5
Premium,0.51
Good,0.52
Ideal,0.54
Very Good,0.59
Ideal,0.54
Premium,0.54
Ideal,0.52
Ideal,0.51
Ideal,0.51
Premium,0.56
Premium,0.62
Ideal,0.55
Ideal,0.55
Good,0.5
Ideal,0.55
Very Good,0.6
Premium,0.51
Ideal,0.51
Very Good,0.51
Ideal,0.58
Premium,0.7
Very Good,0.5
Very Good,0.5
Ideal,0.55
Ideal,0.53
Ideal,0.52
Very Good,0.55
Very Good,0.51
Very Good,0.51
Ideal,0.51
Ideal,0.51
Ideal,0.51
Good,0.6
Very Good,0.6
Premium,0.9
Very Good,0.54
Ideal,0.52
Ideal,0.52
Ideal,0.52
Ideal,0.52
Ideal,0.52
Ideal,0.52
Very Good,0.52
Ideal,0.52
Good,0.54
Premium,0.52
Ideal,0.52
Premium,0.52
Ideal,0.52
Premium,0.54
Premium,0.52
Ideal,0.58
Very Good,0.51
Very Good,0.51
Very Good,0.53
Very Good,0.52
Very Good,0.52
Ideal,0.5
Ideal,0.5
Ideal,0.6
Ideal,0.53
Ideal,0.5
Good,0.54
Very Good,0.5
Fair,0.51
Premium,0.51
Very Good,0.5
Ideal,0.5
Very Good,0.7
Ideal,0.5
Very Good,0.5
Very Good,0.51
Ideal,0.55
Ideal,0.53
Premium,0.56
Very Good,0.56
Very Good,0.5
Very Good,0.57
Ideal,0.56
Ideal,0.54
Ideal,0.54
Ideal,0.51
Ideal,0.55
Ideal,0.55
Ideal,0.55
Good,0.58
Premium,0.52
Premium,0.52
Good,0.52
Ideal,0.52
Premium,0.52
Ideal,0.52
Premium,0.52
Premium,0.52
Good,0.52
Good,0.52
Ideal,0.52
Ideal,0.52
Very Good,0.52
Very Good,0.52
Premium,0.52
Premium,0.57
Premium,0.57
Very Good,0.5
Very Good,0.52
Very Good,0.53
Ideal,0.53
Ideal,0.53
Very Good,0.53
Good,0.53
Very Good,0.53
Very Good,0.53
Ideal,0.53
Ideal,0.53
Ideal,0.53
Good,0.53
Very Good,0.53
Good,0.53
Ideal,0.53
Ideal,0.58
Ideal,0.59
Ideal,0.54
Premium,0.53
Premium,0.53
Ideal,0.53
Ideal,0.53
Ideal,0.53
Very Good,0.53
Premium,0.53
Ideal,0.53
Ideal,0.53
Ideal,0.53
Premium,0.53
Ideal,0.53
Premium,0.53
Premium,0.53
Ideal,0.53
Premium,0.53
Premium,0.53
Premium,0.53
Ideal,0.53
Ideal,0.53
Ideal,0.53
Ideal,0.53
Ideal,0.53
Premium,0.53
Ideal,0.53
Premium,0.53
Ideal,0.53
Ideal,0.5
Ideal,0.5
Ideal,0.57
Very Good,0.57
Ideal,0.57
Ideal,0.57
Ideal,0.57
Very Good,0.57
Ideal,0.57
Premium,0.57
Ideal,0.56
Ideal,0.56
Ideal,0.56
Premium,0.57
Premium,0.57
Ideal,0.57
Very Good,0.57
Ideal,0.57
Very Good,0.57
Very Good,0.58
Ideal,0.41
Ideal,0.51
Ideal,0.54
Very Good,0.24
Very Good,0.24
Good,0.33
Premium,0.33
Very Good,0.28
Very Good,0.28
Very Good,0.28
Very Good,0.28
Very Good,0.28
Very Good,0.28
Ideal,0.28
Ideal,0.28
Good,0.35
Ideal,0.35
Very Good,0.29
Good,0.35
Premium,0.35
Ideal,0.35
Ideal,0.35
Premium,0.35
Premium,0.35
Good,0.35
Ideal,0.35
Ideal,0.24
Ideal,0.36
Ideal,0.36
Ideal,0.36
Ideal,0.32
Ideal,0.32
Ideal,0.32
Very Good,0.55
Very Good,0.7
Ideal,0.49
Ideal,0.66
Ideal,0.55
Ideal,0.55
Ideal,0.71
Premium,0.71
Good,0.72
Very Good,0.53
Ideal,0.53
Premium,0.5
Premium,0.5
Premium,0.5
Ideal,0.5
Good,0.73
Premium,0.73
Ideal,0.51
Ideal,0.55
Very Good,0.53
Ideal,0.5
Very Good,0.51
Very Good,0.51
Ideal,0.57
Ideal,0.56
Premium,0.65
Ideal,0.57
Ideal,0.54
Ideal,0.6
Good,0.47
Good,0.5
Good,0.5
Good,0.57
Premium,0.57
Premium,0.57
Ideal,0.57
Ideal,0.57
Ideal,0.57
Ideal,0.57
Very Good,0.56
Premium,0.61
Premium,0.51
Ideal,0.5
Ideal,0.5
Ideal,0.51
Premium,0.5
Premium,0.61
Very Good,0.62
Ideal,0.62
Good,0.5
Very Good,0.5
Ideal,0.53
Ideal,0.54
Ideal,0.48
Ideal,0.53
Very Good,0.47
Very Good,0.48
Very Good,0.51
Ideal,0.56
Ideal,0.62
Ideal,0.56
Ideal,0.56
Ideal,0.47
Very Good,0.57
Very Good,0.57
Ideal,0.52
Premium,0.55
Ideal,0.5
Very Good,0.59
Very Good,0.52
Ideal,0.47
Ideal,0.62
Ideal,0.53
Very Good,0.7
Ideal,0.56
Ideal,0.5
Ideal,0.54
Good,0.54
Ideal,0.52
Premium,0.52
Ideal,0.51
Premium,0.51
Premium,0.51
Ideal,0.51
Ideal,0.51
Premium,0.52
Ideal,0.51
Ideal,0.52
Very Good,0.59
Ideal,0.52
Very Good,0.52
Ideal,0.52
Very Good,0.52
Ideal,0.52
Ideal,0.53
Ideal,0.55
Ideal,0.55
Ideal,0.53
Ideal,0.41
Ideal,0.42
Ideal,0.42
Ideal,0.42
Ideal,0.42
Ideal,0.54
Premium,0.7
Very Good,0.61
Ideal,0.56
Premium,0.56
Very Good,0.59
Ideal,0.59
Premium,0.52
Premium,0.52
Very Good,0.59
Ideal,0.51
Very Good,0.5
Ideal,0.5
Very Good,0.62
Premium,0.5
Premium,0.5
Premium,0.5
Very Good,0.5
Ideal,0.5
Very Good,0.5
Ideal,0.5
Very Good,0.5
Ideal,0.5
Very Good,0.5
Premium,0.5
Very Good,0.5
Very Good,0.5
Premium,0.5
Ideal,0.5
Very Good,0.5
Very Good,0.5
Premium,0.5
Very Good,0.5
Premium,0.5
Premium,0.5
Ideal,0.5
Ideal,0.5
Very Good,0.5
Ideal,0.5
Ideal,0.5
Ideal,0.5
Ideal,0.5
Ideal,0.5
Premium,0.5
Premium,0.5
Very Good,0.5
Ideal,0.5
Very Good,0.5
Premium,0.5
Ideal,0.52
Ideal,0.53
Ideal,0.39
Good,0.55
Good,0.53
Ideal,0.52
Ideal,0.52
Good,0.51
Ideal,0.51
Premium,0.51
Premium,0.51
Good,0.51
Premium,0.52
Very Good,0.52
Ideal,0.6
Very Good,0.55
Premium,0.6
Ideal,0.56
Ideal,0.52
Ideal,0.42
Ideal,0.56
Ideal,0.53
Ideal,0.52
Ideal,0.52
Good,0.52
Good,0.53
Fair,0.7
Very Good,0.71
Ideal,0.58
Ideal,0.5
Ideal,0.5
Good,0.5
Very Good,0.56
Very Good,0.5
Very Good,0.5
Very Good,0.51
Premium,0.51
Ideal,0.61
Premium,0.54
Very Good,0.51
Very Good,0.51
Very Good,0.51
Very Good,0.51
Very Good,0.5
Good,0.73
Ideal,0.5
Ideal,0.5
Ideal,0.63
Ideal,0.63
Very Good,0.55
Very Good,0.52
Very Good,0.64
Ideal,0.52
Ideal,0.52
Ideal,0.52
Premium,0.5
Premium,0.5
Premium,0.5
Premium,0.5
Premium,0.5
Premium,0.5
Ideal,0.5
Ideal,0.5
Ideal,0.5
Very Good,0.5
Ideal,0.5
Premium,0.5
Premium,0.5
Ideal,0.5
Ideal,0.5
Ideal,0.5
Very Good,0.5
Very Good,0.5
Very Good,0.5
Premium,0.5
Very Good,0.5
Very Good,0.5
Ideal,0.5
Premium,0.5
Premium,0.76
Premium,0.5
Very Good,0.5
Premium,0.55
Ideal,0.54
Ideal,0.53
Ideal,0.59
Premium,0.53
Very Good,0.53
Ideal,0.53
Very Good,0.53
Ideal,0.53
Ideal,0.53
Premium,0.53
Ideal,0.53
Ideal,0.53
Very Good,0.53
Premium,0.53
Ideal,0.53
Ideal,0.56
Fair,0.73
Very Good,0.74
Ideal,0.5
Ideal,0.58
Ideal,0.51
Ideal,0.51
Ideal,0.51
Ideal,0.51
Very Good,0.5
Very Good,0.57
Very Good,0.51
Very Good,0.58
Ideal,0.51
Ideal,0.54
Ideal,0.56
Ideal,0.51
Ideal,0.59
Fair,0.68
Ideal,0.56
Premium,0.62
Very Good,0.51
Ideal,0.55
Ideal,0.55
Ideal,0.51
Premium,0.58
Premium,0.58
Good,0.5
Good,0.5
Good,0.5
Very Good,0.5
Good,0.5
Ideal,0.5
Very Good,0.53
Ideal,0.51
Very Good,0.51
Very Good,0.58
Ideal,0.58
Ideal,0.58
Ideal,0.58
Premium,0.58
Ideal,0.55
Very Good,0.53
Premium,0.53
Good,0.53
Premium,0.69
Premium,0.7
Very Good,0.53
Very Good,0.5
Ideal,0.54
Ideal,0.32
Ideal,0.32
Ideal,0.32
Ideal,0.32
Ideal,0.32
Ideal,0.32
Ideal,0.32
Ideal,0.32
Ideal,0.35
Ideal,0.35
Premium,0.31
Premium,0.31
Premium,0.31
Premium,0.31
Ideal,0.31
Premium,0.31
Ideal,0.31
Premium,0.31
Premium,0.31
Premium,0.31
Ideal,0.31
Good,0.31
Ideal,0.31
Premium,0.31
Premium,0.31
Premium,0.31
Very Good,0.31
Premium,0.31
Very Good,0.31
Very Good,0.31
Ideal,0.57
Ideal,0.57
Very Good,0.57
Ideal,0.57
Good,0.54
Very Good,0.54
Premium,0.54
Ideal,0.46
Ideal,0.46
Ideal,0.4
Ideal,0.5
Ideal,0.62
Premium,0.54
Premium,0.54
Ideal,0.54
Ideal,0.54
Premium,0.54
Premium,0.54
Ideal,0.54
Ideal,0.54
Premium,0.54
Premium,0.54
Ideal,0.54
Ideal,0.54
Premium,0.54
Ideal,0.54
Ideal,0.54
Premium,0.54
Premium,0.54
Ideal,0.54
Ideal,0.54
Premium,0.54
Ideal,0.54
Premium,0.54
Good,0.54
Premium,0.54
Fair,0.96
Very Good,0.51
Very Good,0.51
Ideal,0.55
Very Good,0.54
Ideal,0.54
Ideal,0.52
Ideal,0.53
Ideal,0.53
Very Good,0.63
Very Good,0.51
Ideal,0.5
Good,0.54
Premium,0.47
Premium,0.65
Very Good,0.52
Very Good,0.52
Ideal,0.58
Ideal,0.63
Very Good,0.58
Premium,0.58
Fair,0.62
Premium,0.58
Premium,0.59
Very Good,0.57
Fair,0.58
Very Good,0.53
Ideal,0.57
Good,0.57
Premium,0.51
Fair,0.67
Very Good,0.55
Ideal,0.55
Very Good,0.71
Ideal,0.46
Good,0.59
Very Good,0.48
Ideal,0.51
Ideal,0.52
Ideal,0.52
Ideal,0.52
Good,0.71
Ideal,0.54
Good,0.54
Premium,0.57
Ideal,0.55
Good,0.5
Premium,0.55
Very Good,0.5
Very Good,0.5
Ideal,0.52
Premium,0.52
Ideal,0.5
Ideal,0.6
Ideal,0.59
Good,0.64
Premium,0.56
Premium,0.6
Premium,0.6
Very Good,0.53
Ideal,0.54
Very Good,0.53
Very Good,0.53
Very Good,0.57
Ideal,0.5
Ideal,0.5
Ideal,0.6
Ideal,0.52
Ideal,0.59
Premium,0.54
Ideal,0.55
Ideal,0.5
Ideal,0.56
Ideal,0.51
Very Good,0.54
Ideal,0.53
Ideal,0.54
Premium,0.54
Premium,0.7
Good,0.71
Good,0.71
Very Good,0.57
Ideal,0.52
Ideal,0.52
Premium,0.52
Premium,0.52
Premium,0.52
Fair,0.77
Fair,0.85
Very Good,0.59
Ideal,0.51
Ideal,0.59
Ideal,0.62
Ideal,0.53
Very Good,0.52
Very Good,0.54
Very Good,0.54
Very Good,0.53
Premium,0.56
Ideal,0.5
Premium,0.56
Ideal,0.53
Ideal,0.57
Very Good,0.57
Premium,0.56
Ideal,0.46
Premium,0.5
Ideal,0.5
Premium,0.5
Ideal,0.5
Premium,0.5
Premium,0.5
Premium,0.5
Premium,0.5
Premium,0.5
Premium,0.5
Premium,0.5
Premium,0.5
Ideal,0.5
Ideal,0.5
Ideal,0.5
Premium,0.5
Premium,0.5
Premium,0.5
Premium,0.5
Premium,0.5
Ideal,0.5
Ideal,0.5
Ideal,0.5
Premium,0.5
Premium,0.5
Ideal,0.6
Premium,0.53
Premium,0.73
Premium,0.5
Premium,0.5
Very Good,0.53
Ideal,0.57
Ideal,0.53
Ideal,0.53
Ideal,0.5
Very Good,0.58
Ideal,0.51
Ideal,0.51
Very Good,0.51
Ideal,0.51
Ideal,0.51
Ideal,0.51
Ideal,0.51
Ideal,0.51
Ideal,0.51
Premium,0.51
Very Good,0.51
Ideal,0.51
Ideal,0.51
Premium,0.51
Ideal,0.51
Ideal,0.51
Ideal,0.51
Ideal,0.51
Ideal,0.51
Premium,0.51
Premium,0.51
Ideal,0.51
Premium,0.51
Premium,0.51
Premium,0.51
Premium,0.51
Very Good,0.51
Ideal,0.51
Premium,0.51
Ideal,0.51
Ideal,0.51
Ideal,0.51
Ideal,0.51
Premium,0.51
Premium,0.51
Good,0.51
Very Good,0.51
Ideal,0.51
Ideal,0.51
Ideal,0.51
Ideal,0.51
Ideal,0.51
Ideal,0.42
Ideal,0.52
Ideal,0.52
Ideal,0.52
Very Good,0.5
Very Good,0.54
Premium,0.7
Ideal,0.7
Very Good,0.46
Ideal,0.46
Ideal,0.58
Ideal,0.59
Good,0.5
Very Good,0.6
Very Good,0.51
Ideal,0.56
Very Good,0.52
Very Good,0.52
Very Good,0.61
Ideal,0.53
Ideal,0.53
Very Good,0.56
Ideal,0.55
Ideal,0.53
Ideal,0.53
Ideal,0.61
Ideal,0.61
Fair,0.65
Ideal,0.43
Premium,0.43
Fair,0.5
Good,0.54
Ideal,0.51
Ideal,0.51
Ideal,0.51
Good,0.52
Very Good,0.6
Ideal,0.51
Ideal,0.46
Ideal,0.54
Very Good,0.54
Ideal,0.54
Ideal,0.54
Ideal,0.54
Ideal,0.54
Ideal,0.54
Very Good,0.54
Ideal,0.54
Premium,0.54
Ideal,0.54
Very Good,0.54
Very Good,0.54
Premium,0.54
Very Good,0.54
Premium,0.54
Very Good,0.54
Ideal,0.54
Ideal,0.54
Ideal,0.56
Ideal,0.56
Ideal,0.56
Ideal,0.55
Ideal,0.56
Ideal,0.52
Ideal,0.52
Ideal,0.52
Premium,0.51
Ideal,0.51
Premium,0.51
Premium,0.51
Ideal,0.51
Premium,0.51
Ideal,0.51
Ideal,0.51
Ideal,0.51
Premium,0.51
Very Good,0.51
Ideal,0.51
Very Good,0.51
Very Good,0.51
Very Good,0.31
Premium,0.31
Very Good,0.3
Ideal,0.3
Ideal,0.3
Ideal,0.3
Ideal,0.3
Ideal,0.3
Ideal,0.3
Good,0.26
Premium,0.3
Very Good,0.3
Ideal,0.3
Ideal,0.3
Ideal,0.32
Very Good,0.32
Very Good,0.32
Premium,0.32
Ideal,0.32
Good,0.32
Ideal,0.32
Very Good,0.32
Very Good,0.3
Very Good,0.3
Good,0.32
Good,0.32
Good,0.32
Ideal,0.32
Premium,0.32
Ideal,0.32
Very Good,0.51
Good,0.51
Ideal,0.51
Premium,0.51
Good,0.51
Good,0.51
Premium,0.51
Ideal,0.67
Ideal,0.51
Ideal,0.57
Premium,0.7
Good,0.72
Very Good,0.52
Very Good,0.52
Very Good,0.52
Very Good,0.53
Ideal,0.59
Very Good,0.59
Very Good,0.59
Ideal,0.59
Ideal,0.59
Ideal,0.59
Premium,0.59
Premium,0.55
Ideal,0.56
Ideal,0.52
Ideal,0.56
Good,0.67
Premium,0.55
Ideal,0.55
Very Good,0.52
Very Good,0.54
Very Good,0.5
Very Good,0.64
Ideal,0.52
Ideal,0.4
Ideal,0.55
Ideal,0.57
Ideal,0.52
Ideal,0.5
Ideal,0.53
Good,0.51
Good,0.5
Ideal,0.58
Premium,0.7
Very Good,0.7
Very Good,0.7
Ideal,0.58
Very Good,0.72
Ideal,0.5
Ideal,0.5
Premium,0.5
Premium,0.5
Premium,0.68
Very Good,0.58
Ideal,0.55
Ideal,0.55
Very Good,0.55
Ideal,0.55
Premium,0.72
Premium,0.54
Premium,0.54
Very Good,0.54
Premium,0.54
Premium,0.63
Premium,0.56
Very Good,0.51
Very Good,0.51
Ideal,0.55
Ideal,0.55
Ideal,0.55
Ideal,0.55
Good,0.51
Very Good,0.51
Good,0.51
Premium,0.52
Good,0.51
Ideal,0.52
Ideal,0.52
Ideal,0.51
Ideal,0.51
Ideal,0.51
Ideal,0.51
Ideal,0.51
Good,0.61
Premium,0.55
Ideal,0.55
Ideal,0.55
Ideal,0.55
Ideal,0.55
Premium,0.55
Premium,0.55
Ideal,0.55
Ideal,0.55
Ideal,0.55
Fair,0.51
Very Good,0.55
Ideal,0.51
Ideal,0.54
Ideal,0.54
Very Good,0.6
Ideal,0.58
Ideal,0.57
Very Good,0.52
Very Good,0.5
Ideal,0.58
Ideal,0.59
Very Good,0.51
Premium,0.57
Ideal,0.35
Ideal,0.56
Ideal,0.54
Fair,0.7
Very Good,0.7
Premium,0.5
Ideal,0.55
Ideal,0.67
Good,0.52
Good,0.72
Ideal,0.53
Ideal,0.51
Very Good,0.61
Very Good,0.71
Premium,0.5
Very Good,0.5
Very Good,0.5
Ideal,0.5
Good,0.7
Premium,0.5
Ideal,0.51
Ideal,0.52
Ideal,0.52
Ideal,0.55
Very Good,0.55
Very Good,0.54
Ideal,0.53
Ideal,0.53
Premium,0.5
Ideal,0.5
Premium,0.5
Premium,0.5
Ideal,0.5
Ideal,0.5
Premium,0.5
Premium,0.5
Premium,0.72
Premium,0.76
Premium,0.57
Ideal,0.52
Ideal,0.56
Very Good,0.51
Ideal,0.51
Ideal,0.5
Ideal,0.51
Ideal,0.53
Ideal,0.53
Ideal,0.53
Ideal,0.5
Good,0.5
Very Good,0.53
Very Good,0.6
Very Good,0.56
Ideal,0.55
Ideal,0.52
Ideal,0.5
Ideal,0.5
Very Good,0.51
Very Good,0.52
Ideal,0.58
Ideal,0.54
Ideal,0.54
Ideal,0.51
Good,0.57
Ideal,0.54
Ideal,0.61
Premium,1
Very Good,0.53
Very Good,0.52
Very Good,0.5
Ideal,0.56
Ideal,0.55
Ideal,0.51
Good,0.55
Premium,0.64
Ideal,0.52
Ideal,0.58
Ideal,0.58
Ideal,0.43
Ideal,0.53
Ideal,0.53
Ideal,0.53
Premium,0.5
Ideal,0.54
Ideal,0.57
Premium,0.54
Ideal,0.57
Ideal,0.5
Ideal,0.59
Ideal,0.54
Premium,0.5
Ideal,0.56
Good,0.54
Very Good,0.56
Ideal,0.55
Fair,0.81
Ideal,0.51
Ideal,0.56
Ideal,0.51
Ideal,0.51
Premium,0.51
Premium,0.51
Ideal,0.51
Ideal,0.51
Ideal,0.51
Premium,0.51
Premium,0.51
Premium,0.51
Premium,0.51
Ideal,0.51
Ideal,0.51
Ideal,0.51
Premium,0.51
Premium,0.51
Premium,0.51
Ideal,0.51
Ideal,0.51
Premium,0.54
Very Good,0.56
Very Good,0.5
Very Good,0.64
Good,0.53
Ideal,0.52
Good,0.52
Ideal,0.52
Ideal,0.52
Ideal,0.52
Ideal,0.52
Premium,0.52
Premium,0.52
Very Good,0.52
Very Good,0.52
Ideal,0.52
Ideal,0.52
Ideal,0.52
Very Good,0.52
Premium,0.52
Ideal,0.52
Very Good,0.52
Ideal,0.52
Ideal,0.52
Very Good,0.52
Ideal,0.52
Ideal,0.52
Ideal,0.52
Ideal,0.52
Ideal,0.52
Ideal,0.52
Premium,0.57
Very Good,0.52
Premium,0.52
Very Good,0.52
Ideal,0.52
Ideal,0.52
Ideal,0.52
Ideal,0.51
Ideal,0.56
Ideal,0.53
Ideal,0.5
Ideal,0.5
Ideal,0.58
Good,0.5
Good,0.47
Good,0.5
Premium,0.71
Ideal,0.61
Fair,0.71
Premium,0.54
Ideal,0.57
Ideal,0.5
Ideal,0.56
Ideal,0.52
Ideal,0.51
Ideal,0.56
Fair,0.69
Fair,0.7
Very Good,0.5
Very Good,0.55
Very Good,0.55
Ideal,0.55
Ideal,0.55
Ideal,0.55
Premium,0.55
Ideal,0.55
Very Good,0.55
Ideal,0.55
Ideal,0.61
Ideal,0.53
Fair,0.69
Very Good,0.53
Ideal,0.4
Good,0.32
Very Good,0.3
Very Good,0.28
Very Good,0.25
Very Good,0.25
Very Good,0.25
Very Good,0.25
Very Good,0.25
Very Good,0.25
Very Good,0.23
Ideal,0.36
Ideal,0.25
Ideal,0.25
Ideal,0.25
Ideal,0.25
Ideal,0.25
Ideal,0.25
Ideal,0.25
Ideal,0.29
Ideal,0.29
Ideal,0.38
Ideal,0.38
Ideal,0.38
Ideal,0.25
Premium,0.25
Very Good,0.25
Very Good,0.25
Very Good,0.3
Very Good,0.25
Ideal,0.24
Premium,0.54
Very Good,0.5
Ideal,0.59
Good,0.59
Ideal,0.52
Ideal,0.52
Ideal,0.53
Ideal,0.52
Ideal,0.52
Ideal,0.52
Ideal,0.52
Ideal,0.52
Ideal,0.52
Very Good,0.52
Premium,0.52
Premium,0.52
Ideal,0.52
Ideal,0.56
Ideal,0.52
Ideal,0.5
Ideal,0.54
Ideal,0.53
Ideal,0.5
Ideal,0.5
Good,0.55
Ideal,0.54
Ideal,0.54
Premium,0.71
Fair,0.7
Very Good,0.51
Very Good,0.51
Ideal,0.53
Ideal,0.51
Good,0.7
Fair,0.7
Very Good,0.54
Very Good,0.51
Premium,0.5
Ideal,0.59
Ideal,0.58
Ideal,0.57
Ideal,0.6
Ideal,0.56
Premium,0.56
Ideal,0.56
Ideal,0.56
Ideal,0.56
Ideal,0.56
Ideal,0.56
Ideal,0.56
Ideal,0.56
Premium,0.56
Premium,0.56
Ideal,0.56
Ideal,0.56
Ideal,0.56
Ideal,0.56
Ideal,0.56
Ideal,0.56
Ideal,0.55
Premium,0.55
Ideal,0.55
Premium,0.55
Premium,0.55
Premium,0.6
Very Good,0.72
Ideal,0.63
Premium,0.55
Premium,0.55
Premium,0.55
Good,0.7
Good,0.7
Ideal,0.56
Ideal,0.52
Ideal,0.52
Premium,0.5
Premium,0.5
Premium,0.73
Very Good,0.62
Ideal,0.53
Ideal,0.55
Ideal,0.5
Good,0.52
Very Good,0.52
Good,0.52
Ideal,0.52
Good,0.5
Fair,0.58
Ideal,0.51
Ideal,0.55
Ideal,0.7
Very Good,0.5
Ideal,0.53
Premium,0.61
Premium,0.61
Fair,0.49
Ideal,0.59
Ideal,0.58
Fair,0.96
Fair,0.96
Very Good,0.61
Very Good,0.56
Very Good,0.51
Very Good,0.5
Ideal,0.58
Ideal,0.61
Good,0.61
Ideal,0.53
Ideal,0.52
Very Good,0.54
Ideal,0.52
Premium,0.52
Ideal,0.53
Ideal,0.53
Very Good,0.54
Premium,0.65
Ideal,0.56
Ideal,0.52
Ideal,0.51
Ideal,0.51
Ideal,0.51
Ideal,0.56
Good,0.67
Good,0.5
Premium,0.66
Premium,0.55
Premium,0.68
Ideal,0.64
Very Good,0.59
Premium,0.54
Ideal,0.55
Ideal,0.55
Ideal,0.54
Very Good,0.51
Ideal,0.51
Premium,0.51
Premium,0.51
Very Good,0.62
Fair,0.51
Premium,0.51
Premium,0.5
Good,0.5
Premium,0.5
Premium,0.5
Premium,0.5
Very Good,0.5
Ideal,0.5
Ideal,0.5
Good,0.52
Ideal,0.51
Ideal,0.63
Ideal,0.69
Very Good,0.56
Premium,0.53
Very Good,0.59
Ideal,0.52
Ideal,0.5
Ideal,0.56
Ideal,0.66
Ideal,0.53
Good,0.56
Good,0.56
Good,0.56
Ideal,0.55
Ideal,0.55
Premium,0.55
Premium,0.65
Very Good,0.5
Fair,0.98
Fair,0.5
Ideal,0.71
Ideal,0.61
Ideal,0.54
Ideal,0.52
Good,0.5
Ideal,0.55
Ideal,0.55
Ideal,0.55
Ideal,0.7
Premium,0.56
Very Good,0.6
Very Good,0.5
Good,0.5
Good,0.5
Very Good,0.5
Good,0.5
Very Good,0.5
Ideal,0.55
Good,0.71
Ideal,0.6
Ideal,0.55
Ideal,0.55
Ideal,0.56
Good,0.55
Premium,0.54
Ideal,0.54
Very Good,0.5
Premium,0.5
Very Good,0.7
Very Good,0.7
Fair,0.8
Premium,0.5
Premium,0.7
Very Good,0.5
Premium,0.61
Fair,0.32
Very Good,0.71
Ideal,0.51
